key|collectedFrom
3334693353|nest in passion fruit
3862685316|with mealybugs on cane
3862685397|with mealybugs on cane
3862685408|nest under bark
3862685319|
3334693378|on spiny amaranth
3334693332|with aleurodid (Neomaskellia bergii) on cane
3862685327|
3862685380|
3862685382|
3334693343|
3334693409|
3334693384|
3862685370|
3862685409|
3334693349|
3862685304|
3862685376|
3862685362|
3441224403|
3441224381|ex papaya log
3441224363|in rotten breadfruit on the ground
3441224318|under bark
3441224326|in cow dung
3331604376|in rotten banana stem
3331604347|
3441224393|ex Pandanus log
3441224310|
3861811302|under bark
3861811303|under bark
3441224366|in house
3441224383|on royal palm
3441224340|at light
3441224322|in dead coconut petiole
3855283307|on corn
3331604367|
3331604346|
3441224379|under bark
3441224375|
3441224315|at light
3441224365|at light
3441224313|
3441224319|
3441224343|on coconut
3441224356|on Pandanus
3441224302|on Pandanus
3861811301|on coconut leaves
3441224344|in our house
3441224335|in our house
3855283301|in our house
3855283308|taken in the kitchen
3441224371|
3441224334|
3441224412|
3441224372|
3441224345|
3441224361|
3441224380|on rice
3441224362|on rice
3441224409|
3441224352|on sugar cane
3441224368|
3441224316|
3441224400|
3441224329|
3441224347|on banyan
3441224360|
3441224397|on cotton
3441224351|
3441224406|on Thespesia populnea
3441224394|on corn
3441224350|on Pipturus
3441224333|on Ipomoea and Glochidion
3441224321|
3441224390|
3441224331|
3441224364|
3441224382|at light
3441224339|
3441224307|
3441224377|on sugar cane
3441224304|ex grass
3441224391|on rice
3441224373|
3441224355|on corn
3441224357|
3441224376|
3441224384|
3441224311|
3441224354|
3441224374|
3441224405|hills
3441224396|hills
3441224332|
3334694302|
3441224370|
|
3441224323|
3441224328|
3441224408|
3441224330|
3441224320|
3441224349|
3441224404|
3441224401|
3441224369|
3441224308|on rice
3441224348|on tobacco
3441224309|
3441224389|on rice seedling plot
3441224402|
3441224341|
3441224301|in cornfield
3441224387|on corn
3441224367|on pumpkin vine
3861809304|in cornfield
3441224398|
3441224336|
3441224314|on pumpkin vine
3861809305|in house
3861809306|in house
3861809302|in house
3861809301|in house
3861809303|
3441224327|on Hibiscus tiliaceus
3441224385|in house
3441224410|in corn field
3331604379|taken in the house
3855283306|
3855283304|
3855283303|
3331604304|in house
3441224358|
3441224312|
3441224386|ex grass
3441224395|
3441224306|
3441224337|
3441224324|
3441224392|on rice
3441224317|on rice
3441224338|
3441224342|
3441224407|
3441224353|
3441224413|
3441224325|
3855283302|
3334692390|
3334692600|beach near Atao
3994027532|
3334692335|
3334692364|
3334692308|at light
3334692343|
3334692479|from Hibiscus tiliaceus
3334692388|
3334692607|on corn
3334692583|
3334692584|on weeds
3334692351|on corn
3994027481|
3994027314|at light
3994027323|attracted to corn tassels
3994027527|on seed cluster of palm, Coccothrinax species
3994027318|
3334692387|
3994027333|attracted to corn tassels
3994027479|
3994027427|
3994027334|on Euphorbia hirta
3994027561|
3994027327|on Euphorbia atoto
3994027421|
3994027378|on mango
3334692423|
3334692333|on mango
3334692303|on ferns
3334692461|
3334692556|on Hibiscus tiliaceus
3334692510|at light
3334692506|on mango
3334692419|at light
3334692435|on bamboo
3334692524|on mango
3334692393|on Pithecolobium dulce
3334692530|
3994027469|on Cycas
3994027304|on Ochrosia
3334692370|on coconut
3334692475|on mango
3334692559|on Barringtonia racemosa
3334692546|on mango and Thespesia populnea
3334692385|on Hernandi peltata
3334692446|on grape and mango
3334692534|
3334692311|on Macaranga
3994027426|on Glochidion and Citrus
3994027320|on mango anad Mallotus
3994027407|on small-leaved Ficus
3994027324|on Terminalia catappa
3334692509|on mango
3334692581|on corn
3994027315|
3994027466|
3994027548|at light
3994027553|
3994027492|
3994027311|
3994027424|at light
3334692527|at light
3334692544|grubs were found at corn roots
3994027453|the species whose grubs were found at pineapple roots and mentioned Lachnosterna species by Vandenberg in the 1930 report
3994027471|
3994027394|in corn field
3334692543|in cow dung
3994027408|in cow dung
3994027385|in rotten breadfruit
3994027388|
3994027525|in cow dung
3994027309|
3994027359|
3994027529|
3994027307|
3994027384|on corn leaf
3994027460|ex rotten breadfruit trunk
3994027401|
3994027514|at light
3994027556|at light
3994027337|at light
3994027305|at light
3994027325|at light
3994027329|at light
3994027341|at light
3994027390|at light
3994027414|at light
3994027486|at light
3994027493|at light
3994027387|on bamboo
3994027443|on screen door at Pan-American Airways mess hall
3994027538|grubs found at corn roots, a little north of Dededo
3334692511|
3334692352|
3334692369|
3334692575|
3334692363|
3994027396|on Pithecolobium
3994027480|
3994027330|
3994027449|on Citrus
3994027470|on Ficus
3994027361|
3334692361|reared from Hibiscus tiliaceus
3994027524|
3994027506|
3334692396|reared from dead Ficus
3334692469|at light
3994027340|larvae were found in living cacao trees
3994027455|
3994027464|
3994027364|
3994027393|
3994027301|
3994027547|
3994027446|
3994027546|
3994027468|
3994027344|
3994027550|
3994027354|
3994027467|
3334692444|
3994027534|reared from Intsia bijuga
3994027358|
3994027328|
3994027367|
3994027406|
3994027417|on Hernandia blossoms
3994027312|in rotten log
3994027332|at light
3334692599|under bark of Elaeocarpus joga log
3334692377|under bark of dead orange tree, found at widely distributed places
3994027357|
3994027374|
3994027376|
3334692318|in package of food
3334692342|in old cotton ball
3334692391|in rotten bamboo stubs
3334692553|
3994027343|
3994027436|under cow dung
3334692502|at light
3334692420|under bark of Intsia bijuga log, a widely distributed species
3994734302|at light
3994734301|at light
3994734303|
3334692321|in rotten Areca palm trunk, described from Borneo, determined by H. S. Barber, U. S. National Museum
3994027560|in rotten Pandanus trunk
3994027540|in rotten breadfruit trunk
3334692517|in Areca palm
3334692448|in Pandanus
3334692337|in Pandanus
3334692574|in sugar cane
3334692411|
3994027520|miscellaneous sweeping
3994027549|under bark
3334692603|rotten log
3334692307|in Intsia bijuga
3334692518|in breadfruit
3334692359|in breadfruit
3334692432|in bamboo stubs
3334692410|in rotten log
3994027541|in petiole of dead coconut leaf
3994027559|
3334692485|among dead leaves
3334692332|in rice field
3334692579|in cow dung
3994733301|obtained in residence apparently from a porch floor board as there was an exit hole which appeared fairly fresh.
3334692310|altitude 1,334 ft., dead on summit
3334692472|
3334692588|on Antigonon leptopus vine on trellis
3334692508|on corn leaf
3994027397|
3994027370|
3994027437|
3994027360|
3994027511|
3994027557|
3994027365|
3334692594|on tangerine trunk
3334692486|on lime tree
3334692407|on Citrus
3334692382|
3334692545|on Citrus
3994027423|
3994027411|beaten from Citrus
3994027375|
3334692597|on Citrus
3994027477|
3994027542|on Intsia bijuga
3334692440|
3994733306|larvae were found very abundant under bark of remaining top of an Intsia bijuga tree which had been cut off for timber. From portion of branch, adults issued between August 3 and October 1.
3334692316|
3334692572|under cow dung
3334692394|under stones
3334692346|under stone
3994027321|
3994027513|
3994027363|
3994027530|
3994027472|
3994027496|
3994027494|
3994027362|
3994027450|at light
3334692412|in oat bin
3994027346|
3994027439|
3994027391|in house
3994027409|
3994027382|
3994027431|
3994027413|
3994027554|
3334692462|among dead leaves
3334692564|in rotten Pandanus log
3334692522|under cow dung
3994027487|
3994027356|under rotten board
3334692401|in dead stem of Barleria cristata
3334692608|in rotten bamboo stumps
3994733304|
3994733303|in rotten sugar cane
3994027404|
3994027508|under coconut husk and stones in pasture
3334692397|in dead corn stalk
3994027316|swept from ferns
3994027319|
3334692540|under bark
3334692433|
3334692542|in papaya log
3334692497|in rotten banana stem
3994027521|at British Museum
3994027459|in rotten banana stem
3994027377|in rotten banana stem
3334692451|in rotten breadfruit on ground
3334692323|in rotten breadfruit
3334692322|in royal palm top where infested by Rhabdocnemis obscura
3334692437|in rotten banana stem
3334692496|at light
3334692430|
3334692604|
3994027497|at light
3994027501|at light
3994027368|swept from bamboo
3994027347|
3994027429|found infesting the bamboo shades on the porch of our residence
3334692380|
3334692458|
3994027302|
3994027371|
3994027528|
3994733305|
3994733302|
3994027445|
3994027350|
3994027336|in the house
3994027510|
3994027442|
3994027499|
3994027457|
3334692476|
3334692408|
3334692368|
3994027317|
3994027537|
3334692376|
3994027504|
3994027422|
3334692301|
3994027555|
3994027451|
3994027389|the ladybeetles were found on bamboo infested with a different kind of scale, in sufficient numbers so that they were collected for shipment by Clipper plane to Honolulu
3334692495|on Sophora tomentosa
3334692577|
3334692409|
3994027505|
3994027351|
3334692590|
3994027490|
3334692413|small black dermestid
3994027430|on mango
3994027458|
3994027420|on Barringtonia
3994027461|
3994027522|on Morinda
3994027383|
3994027308|
3994027440|
3994027399|
3994027416|
3994027488|
3994027509|
3994027395|
3994027338|
3334692327|
3994027398|
3994027489|
3334692442|
3334692338|
3334692439|
3334692494|
3334692406|
3334692592|
3334692425|
3994027507|
3994027545|
3334692531|
3334692533|
3334692585|among dead leaves
3334692453|in dead rachis of Angiopteris evecta
3334692355|in rotten log
3334692415|under coconut husk on ground
3334692480|in log
3334692504|under bark
3994027523|in rotten banana stem
3994027400|among dead papaya leaves
3994027331|
3334692383|
3334692521|in rice field
3334692529|in corn field
3334692354|in corn field
3994027373|
3994027438|
3994027498|
3994027339|in corn field
3334692434|in rice field
3334692386|on corn
3994027342|
3334692491|
3334692503|
3334692571|
3994027419|
3994027348|
3994027372|
3994027369|
3994027418|
3334692567|
3994027515|
3994027462|
3994027448|
3334692375|
3994027405|
3994027326|
3334692309|
3334692473|
3994027452|
3994027306|
3334692598|
3994027526|
3994027381|
3334692315|
3334692340|
3334692589|
3334692336|
3994027366|
3994027349|
3334692482|
3994027412|is a rare ladybeetle 
3334692460|
3334692538|
3334692349|
3334692443|
3334692568|
3334692314|
3334692516|
3334692523|
3334692463|
3334692427|
3334692563|
3334692426|
3336142316|abundant in Guam, under bark, where there was quite a clearing of felled trees which had attracted a good many insects, and in which many of the logs had loosened bark
3994027441|under bark of Intsia bijuga
3994027380|under bark of Intsia bijuga
3334692578|on beach shrubs
3334692483|
3334692547|on corn
3334692347|on flowers of Leucaena glauca
3334692313|on sugar cane
3994027352|
3994027516|in Grapenuts
3994027500|
3994027335|in house
3994027454|
3994027495|on corn
3994027475|
3994027353|among dead leaves of a fallen tree
3994027444|on pumpkin vine
3994027491|
3994027322|in house
3994027303|
3334692520|on Pithecolobium
3334692499|under bark of Hibiscus tiliaceus
3334692416|in rotten log
3334692334|in rotten log
3334692395|under bark
3334692456|in dead orange twigs
3334692565|under bark of dead orange tree
3334692403|under bark
3334692381|under bark
3334692467|under bark of dead Annona reticulata
3334692449|under bark
3334692526|ex Intsia bijuga
3334692320|ex dead branch of small-leaved Ficus
3334692457|sweeping dead twigs and leaves of a felled tree
3994027517|under loose bark of dead orange tree
3994027502|in oat bin at stable of Root Agricultural School
3994027428|all from rotten breadfruit on the ground
3994027531|all from rotten breadfruit on the ground
3334692536|from fungus
3334692560|from fungus
3994027512|ex rotten breadfruit
3994027533|ex rotten bamboo sprouts
3994027386|ex rotten papaya trunk
3994027503|ex rotten Pandanus fruit
3334692404|ex wild papaya
3334692371|ex rotten breadfruit on ground
3994027345|in fungus
3994027434|on sugar cane infested with Pseudococcus boninsis
3994027447|in rotten breadfruit
3994027403|in rotten cucumbers
3994027551|on beach shrubs
3994027484|
3334692557|
3334692306|in pods of Pithecolobium dulce
3334692551|in rotten breadfruit
3994027425|on sugar cane infested with Pseudococcus boninsis
3994027463|in rotten breadfruit
3334692324|under bark of dead Pandanus
3334692392|in ear of corn infested with corn earworm
3334692366|under bark
3334692356|on corn
3334692525|in rotten breadfruit
3994034302|on corn, among dead papaya leaves and in seed cluster of an ornamental palm
3994034301|on corn, among dead papaya leaves and in seed cluster of an ornamental palm
3994027476|
3994027379|abundant in rotten Pandanus fruit on ground
3334692414|on sugar cane infested with Pseudococcus boninsis
3334692431|under stone
3334692498|in rotten breadfruit on ground
3994027536|in rotten sugar cane
3994027543|
3334692447|ex wild papaya
3334692362|ex rotten seed of Ochrocarpus obovalis
3334692312|in rotten breadfruit
3334692601|ex rotten Pandanus trunk
3334692561|
3334692591|
3334692344|ex fig on ground
3994027392|
3994027485|ex rotten breadfruit on ground
3334692325|ex rotten bean pod
3994027474|in trash under banyan tree
3994027539|
3334692596|in Pandanus fruit on ground
3334692471|on wild papaya
3334692554|in rotten breadfruit on ground
3334692477|
3334692441|from Pandanus
3334692573|ex cow dung
3994027432|at light, a cosmopolitan species
3994027465|a cosmopolitan species
3334692399|at light, described from Formosa
3994027535|a cosmopolitan species
3994027482|a cosmopolitan species
3334692348|in rotten breadfruit on ground, described from Japan
3994027544|on weeds in cane field
3994027355|on weeds in cane field
3994027310|on weeds in cane field
3994027433|on weeds in cane field
3334692450|a cosmopolitan species
3994027410|
3994027552|predacious on leaf mites on Ipomoea vines
3994027558|on leaves of Hibiscus tiliaceus
3994027456|
3994027415|at light
3334692558|under old coconut husk in cow pasture
3994027402|on lawn
3994027478|recorded as Chlaenius biguttatus
3334692341|in concrete reservoir
3334692365|in rice field
3334692328|in pail of rain water
3334692379|
3994027519|
3994027483|
3334692489|determined as Tachys sp. by E. B. Britton, but was lost off the pin point on the return trip from the British Museum
3334692398|Determined by E. B. Britton
3334692512|
3334692605|in concrete reservoir
3331391302|
3331391303|
3331391301|reared from green caterpillar on Morinda indica
3331391307|
3399820309|reared from Ipomoea species
3399820305|reared from Ipomoea species
3399821301|at light
3399821302|
3399820306|reared from Ipomoea species
3399820307|reared from green caterpillar on Morinda indica
3399820308|reared from Morinda indica
3399820301|at light
3399820303|reared from green caterpillar on Morinda indica
3399820304|
3399820310|at light
3332978342|
3332978305|
3332978357|
3332978316|
3332978322|
3881969301|
3881969331|
3881969304|on corn
3332978354|
3332978384|
3881969322|
3881969308|
3881969312|
3332978327|
3332978330|
3332978349|on sedges
3332978363|from Morinda sp.
3332978317|
3332978313|
3332978343|
3881969305|
3881969328|from Piper guahamense
3332978392|
3332978355|
3332978315|
3332978361|
3332978372|
3332978381|
3332978365|
3881969327|
3881969318|
3881969315|
3881969334|on rice
3881969310|on rice
3881969311|
3881969326|
3881969323|
3332978346|on Ficus sp.
3332978301|on Ficus sp.
3332978326|on Premna sp.
3332978367|
3332978352|
3332978345|
3332978324|
3332978309|
3332978341|on Glochidion sp.
3332978347|
3332978331|
3332978379|on Glochidion
3333025301|
3333025302|from Icacorea (Ardisia)
3333025303|
3881969319|
3332978334|on Cacao
3332978351|on Guettarda
3332978356|on Ficus tinctoria (hodda)
3332978310|
3332978311|on Ipomoea sp.
3332978382|on Ipomoea sp.
3332978391|on Hernandia sp.
3332978321|on Hernandia
3332978340|
3332978377|
3332978332|on Piper guahamense
3332978353|
3332978360|
3332978366|on Pandanus
3332978302|
3332978307|
3881969306|
3881969316|
3332978364|from Pandanus
3332978323|from Macaranga
3332978390|
3332978383|
3332978374|
3332978303|
3881969321|
3881969325|
3881969302|
3881969329|
3881969320|on Intsia bijuga
3881969330|
3881969332|on sugar cane
3881969303|
3881969307|
3332978369|on milo
3881969324|on Pemphis
3881969314|on milo
3332978386|
3332978387|on grass
3881969317|grasses and sedges
3881969333|on grass
3332978319|on Morinda sp.
3332978380|on Morinda sp.
3332978378|
3332978371|on Morinda sp.
3332978358|on Morinda sp.
3881969313|on Morinda sp.
3881969309|on Morinda sp.
3332978325|from Morinda sp.
3332978339|from Morinda sp.
3332978376|from Morinda sp.
3332978336|from Morinda sp.
3334845301|at light
3334845302|
3334845303|
3332978373|from Macaranga sp.
3332978359|
3332978389|from Macaranga sp.
3332978308|on Barringtonia speciosa
3332978385|on Barringtonia sp.
3332978329|on Barringtonia speciosa
3332978312|from sedges
3332978333|from sedges
3332978335|
3332978388|
3332978350|on Pipturus sp.
3332978304|from beans
3333888307|in rotten log
3333888302|ex Pithecolobium
3333888313|one at light
3419535303|
3419535304|
3419535305|
3419535306|at light
3419535301|in a house
3333888301|ex Lumnitzera
3333888304|ex Lumnitzera
3333888306|
3333888314|Pithecolobium dulce
3333888312|
3333888311|
3419535302|
3333888303|
3333888309|
3334698330|swept from Glochidion marianum
3874685332|
3874803301|
3874803302|
3874685313|infested cucumbers in a school garden
3874685310|infested cucumbers in a school garden at Piti
3874685312|a garden of the plateau on malformed cucumber and two small pumpkins
3874685328|the Agana vegetable market on an infested cucumber
3334698331|
3334698304|
3874685309|
3874685326|
3874685314|
3874685303|
3874685331|
3874685304|
3874685318|
3334698312|
3334698322|on bullock
3334698332|
3334698328|carabao dung
3334698326|
3874685305|at light
3874685311|attracted to dead slugs
3334698337|
3334698313|
3874739303|
3874739301|
3874685320|
3874685329|
3874685327|
3334698314|
3334698324|
3334698308|
3874685317|maggots feeding in cow and carabao dung
3334698333|ex rotten breadfruit
3334698325|ex rotten breadfruit
3334698309|puparium found in tunnel of European corn borer
3334698317|ex rotten bean pods
3334698311|
3874685302|
3874739302|
3874739304|
3334698302|ex rotten sugar cane
3874685315|
3874685306|
3334698321|
3334698329|
3874685301|
3334698327|
3874685322|
3874685319|feeding on Aphis maidis on corn
3334698336|
3874685324|collected on surface of water in water barrel
3874685316|
3874685330|at light
3874685321|
3334698320|
3334698338|
3334698335|
3334698301|
3334698316|
3334698323|
3334698315|attracted to dead slugs
3874685308|
3874685325|
3333898330|
3333898326|
3333898303|
3864422320|
3864422313|
3864422329|
3864422323|
3864422324|
3333898320|
3333898314|
3864422315|
3866139306|
3866139302|
3866139304|
3866139301|
3866139308|
3866139305|
3866139307|
3866139303|
3864422301|
3864422331|
3333898329|
3333898311|
3333898301|
3333898321|
3333898309|
3333898315|
3333898327|
3333898310|
3866140302|
3866140305|
3866140304|
3333898304|
3866140301|
3866140306|
3866140303|
3333898306|
3864422303|
3864422336|
3864422340|
3864422312|
3864422311|
3864422308|
3864422304|
3864422332|
3864422326|
3864422307|
3864422319|
3864422327|
3864422322|
3864422325|
3864422317|
3864422342|
3864422334|
3864422338|
3864422305|
3864422306|
3864422333|
3864422302|
3864422328|
3864422316|
3864422341|
3333898319|
3864422343|
3864422335|
3864422314|
3333898325|
3333898312|
3864422337|
3864422310|
3333898302|
3864422321|
3404213315|5 were from dead leaves of  fallen tree while 2 were beaten from dried leaves of fallen branches
3331287324|Pandanus leaves
3331287328|Citrus 
3331287330|
3331287305|holotype and one paratype from Pipturas and other two paratypes from Ficus small leaf
3331287303|
3404213302|Glochidion
3404213317|garden
3404213305|dead orange twigs
3404213309|dead breadfruit brach
3404213308|bamboo
3404213316|Citrus
3331287311|Hernandia
3404213313|dry leaf of a large taro
3404213304|Thespesia populnea
3404213318|seed cluster of a palm (Coccothrinas)
3404213303|roof of thatched house
3404213310|intercepted aboard Philippine Clipper seaplane from Hong Kong
3404213306|Barringtonia
3331287323|
3412549303|
3331287322|
3331287302|Messerschmidia (Tournefortia)
3404213307|dead breadfruit
3404213312|
3331287314|dead corn stalks
3331287308|fallen breadfruit
3412549302|
|Barringtonia speciosa
3331287312|Hernandia
3331287315|
3331287304|Piper guahaniense
3404213314|
3404213311|seed cluster of a palm (Coccothrinax)
3331442302|
3331442303|
3331442301|
3422613350|
3422613316|
3422613321|
3422613327|
3422613357|
3422613347|
3422613309|
3440308303|
3422613329|
3422613344|
3422613337|
3422613334|
3422613331|
3422613356|
3422613314|
3422613330|
3422613343|
3422613351|
3440308305|
3331348302|
3422613336|
3422613324|
3422613338|
3331348304|
3331348314|
3422613332|
3422613317|
3422613325|
3422613342|on Heritiera littoralis
3422613359|
3422613339|
3422613352|
3422613322|
3422613346|
3422613319|
3440308304|
3440308301|
3459539301|
3422613320|
3422613348|
3422613341|
3422613311|
3422613305|
3331348310|
3422613340|
3422613315|
3331348303|
3331348315|
3331348305|
3422613302|
3422613349|
3422613328|
3331348311|
3422613303|
3422613318|
3422613304|
3422613310|
3422613312|
3422613326|
3440308302|
3901040303|ex eggs of Perkinsiella thompsoni Muir in sugar cane leaves
3345364332|ex eggs of Caecilius analis on sugar cane
3345364327|swept from lawn grass
3345364350|ex eggs of Peregrinus maidis (Ashmead) in corn leaves
3901040315|swept from bean vines
3901040378|swept from Piper guahamense
3901040393|ex puparium of Ophyra chalcogaster Wiedemann in cow dung
3901040335|swept from bamboo
3901040306|
3901040377|
3901040308|
3901262302|a single specimen ex larva of Agrilus occipitalis (Eschscholtz) in orange branch
3901040333|in house
3901040332|in house and on mango leaves
3901040340|in house and on mango leaves
3901040346|in house and on mango leaves
3901040372|
3345364358|
3901040321|
3901040379|
3901040322|
3901040368|swept from coconut leaves
3901040323|on Pandanus
3901040361|swept from Glochidion
3901040328|
3901040390|swept from mango
3345364356|
3345364362|from Passiflora foetida vine
3345364311|reared from the mealybug Pseudococcus boninsis (Kuwana) on sugar cane
3901040301|
3901040381|swept from Intsia bijuga
3901040349|on Cestrum pallidum
3901040375|
3901040302|
3909827302|this is a parasite of the mealybug Ferrisia virgata (Cockerell)
3901040310|
3901040313|from the fruit of native Ficus trees
3901040357|from fruit of a narrow-leaved Ficus
3901040369|from fruit of a narrow-leaved Ficus
3345364361|ex fruits of small-leaved Ficus
3901040304|ex fruits of a large-leaved Ficus
3901040356|ex fruits of small-leaved Ficus
3901040374|
3901040354|
3901040396|
3901040384|ex fruit of small-leaved Ficus
3345364314|
3345364360|in the same district where it was collected by Fullaway in 1911
3351975301|swept from ferns
3901040327|ex pupa on leaf of Guettarda speciosa
3901040362|
3901040400|
3901040345|ex cocoon of coconut moth, Agonoxena pyrogramma Meyrick
3901040360|ex pupa of European corn borer, Pyrausta nubilalis (Hubner)
3901040367|ex pupa of Timandra aventiaria Guenee on Pithecolobium
3901040325|swept from Pithecolobium
3901040307|ex pupa of rice leafroller, Susumia exigua (Butler)
3901040403|
3901040391|
3345364303|ex dipterous leafminer in Morinda
3345364312|
3901040337|
3901040318|
3901040339|
3901040341|
3901040385|ex hemispherical scale
3901040392|
3901040383|
3901040309|
3901040324|
3901262301|nearly all by sweeping
3901262303|
3901040371|ex leafminer in Intsia bijuga
3901040380|ex leafroller on undetermined tree
3901040344|
3901040347|swept from mango
3901040359|swept from ferns
3901040348|
3345364316|ex bean leafminer
3901040387|
3913378301|reared from pupae found Sept. 24 in a cocoon of Pison argentatum
3901040317|
3901040363|
3345364325|reared from an unidentified caterpillar on Eugenia
3901040316|swept from ferns
3901040405|reared from a caterpillar (Prodenia?) on spiny amaranth
3345364320|at light
3345364335|ex fruit of small-leaved Ficus
3345364347|swept from lawn grass
3901040305|ex eggs of Cosmolyce boeticus on Crotalaria 
3901040399|
3901040326|
3901040343|ex egg of Catopsilia crocale (Cramer) on Cassia grandis
3901040364|ex eggs of Cosmolyce boeticus on Crotalaria
3901040336|ex eggs of Herse convolvuli (Linnaeus)
3345364302|ex tortricid eggs
3345364340|ex egg of Catopsilia crocale (Cramer) on Cassia grandis
3345364353|swept from bean vines
3901040388|
3901040406|swept from ferns
3345364309|ex eggs of Stenocranus agamopsyche Kirkaldy in marsh reed (Trichoon roxburghii)
3345364345|ex orthopterous egg in dead bark of Hibiscus tiliaceus
3345364346|ex lepidopterous leafminer in Terminalia catappa
3901040404|
3901040386|ex eggs of the bug Brachyplatys pacificus (Dallas)
3901040352|
3345364329|swept from lawn grass
3901040382|swept from mango leaves, near a taro patch
3901040395|reared from dryinid cocoon from a delphacid leafhopper on Sporobolus grass
3901040373|reared from dryinid cocoon on taro leaf
3901040370|swept from lawn grass
3901040350|reared from dryinid cocoon on taro
3901040353|reared from dryinid cocoon on taro leaves
3901040320|
3901040330|swept from grass
3345364348|ex Aspidiotus destructor Signoret on banana leaf
3901040312|ex bean leafminer
3901040389|ex leafminer in undetermined plant
3901040401|ex leafminer in large-leaved Ficus
3901040397|ex leafminer in Caesalpinia bonducella
3901040331|ex leafminer in undetermined vine
3901040342|ex leafminer in Glochidion marianum
3345364322|reared from lepidopterous leafminers in Terminalia catappa and Heritiera littoralis
3901040376|
3345364355|swept from Glochidion
3901040329|ex Aphis gossypii Glover on taro
3901040319|ex Aphis gossypii Glover
3901040394|swept from bamboo leaves infested with Asterolecanium miliaris longum (Green)
3901040355|ex corn leafminer
3901040314|
3901040407|ex leafminer Agromyza spicata in corn
3901040358|ex leafminer in hamlat
3901040398|ex bean leafminer
3901040402|ex bean leafminer
3909827301|ex bean leafminer
3331390319|ex breadfruit stump
3331390316|ex Heritiera littoralis
3331390311|ex bark of dead Annona tree
3331390309|ex dead small-leaved Ficus
3331390308|ex breadfruit stump
3419797301|ex unidentified tree (gulos)
3419797303|ex dead small-leaved Ficus
3331390302|under bark of banyan
3419797305|abundant in dead twigs of orange
3419797307|abundant in dead twigs of orange
3331390314|in dead branch of breadfruit
3331390318|under bark
3331390307|under bark of Intsia bijuga
3331390303|ex bark of dead Annona tree
3419797309|ex Piper guahamense
3419797310|ex dead small-leaved Ficus
3419797311|ex ferns
3419797308|ex dead breadfruit
3419797314|under bark of breadfruit
3419797312|ex Lucaena glauca
3419797313|under bark of banyan
3419797306|
3419797304|
3419797302|ex breadfruit stump
3331390315|ex dead Leucaena glauca
3331390301|ex dead small-leaved Ficus
3331390306|at light
3331390312|in house
3426510305|
3426510316|
3426510308|
3426510307|
3426510303|
3426510304|
3426510313|
3426510309|
3426510315|
3426510312|swarming on leaves of Intsia bijuga
3426510302|swarming on leaves of Intsia bijuga
3426510306|swarming on leaves of Intsia bijuga
3426510310|
3426510301|
3332082311|
3426510311|
3426510314|
3332362323|reared from two clusters of cocoons in burrows of cerambycid collected under bark of Elaeocarpus joga log
3888069328|swept from grass
3332362317|collected on Pithecolobium dulce
3332362306|swept from ferns
3888069318|
3888069325|reared from a mass of cocoons in burrow of Ceresium unicolor in log of paipay
3332362309|
3332362333|reared from cocoons found in cerambycid burrows in dead trunk of Hibiscus tiliaceus
3888069314|reared from the fruitfly Dacus ochrosiae Malloch in Ochrosia sp
3888069306|parasite had been recovered from infested Ochrosia fruits
3888069317|infested Ximenia fruits
3352140303|swept from grass
3352140304|
3352140305|reared from leafminer in Ipomoea
3888069302|
3888069311|
3888069313|reared from rice leafroller, Susumia exigua
3332362327|reared from corn leafroller, Marasmia trapezalis
3332362308|reared from corn leafroller
3332362332|reared from Pyrausta phoenicealis, a leafroller on Elephantopus spicatus
3888069310|
3332362350|reared from leafroller on Gymnosporia thompsonii
3344810301|reared from bean leafminer
3332362318|reared from Hymenia fascialis
3332362324|reared from Hymenia fascialis
3888069312|
3352140301|from ferns
3352140307|
3352140302|miscellaneous sweeping 
3332362341|reared from Eurrhyparodes tricoloralis (Zeller), a leafroller on a low weed called yerbas babue
3332362305|reared from a leafroller on Gymnosporia thompsonii
3332362340|reared from tortricid larva in pod of Pithecolobium dulce
3332362325|reared from Margaronia multilinealis on Ficus tinctoria
3332362329|collected among spiny amaranths infested with Hymenia fascialis, one of its favorite hosts
3888069307|
3888069316|
3888069326|at light
3332362328|
3332362326|among ferns
3332362321|
3332362315|
3888069308|
3888069322|
3332362342|issued from pupa of Sylepta derogata on Hibiscus tiliaceus
3888069304|
3888069315|
3888069305|reared from Cosmophila flava flava on Urena lobata var sinuata
3332362314|
3332362304|
3332362330|
3332362347|
3332362312|reared from Nacoleia diemenalis on an unidentified legume
3332362351|
3332362339|reared from pupae of Spodoptera mauritia in rice seedling plot
3332362343|reared from Sylepta derogata
3888069323|
3332362322|
3332362310|at light
3332362336|in garden
3888069303|reared from phycitid abundant on leaves on Guettarda speciosa
3888069324|reared from cocoon on leaf (probably of coconut tineid)
3332362319|reared from phycitid on Guettarda
3332362345|reared from leafroller on unidentified tree
3332362302|reared from cocoon of coconut tineid
3332362313|swept from ferns
3332362307|
3332362316|
3332362338|
3332362344|
3888069301|
3888069319|
3888069309|
3888069321|
3888069320|
3332362337|
3888069327|
3352140306|swept from ferns
3332362320|
3332362348|reared from grass leafroller, Marasmia venilialis
3404212301|fungus
3331202306|dead branch of breadfruit
3331202301|ex dead small-leaf ficus
3404212302|tree fungus
3404212303|tree fungus
|from water drum
3382700304|
3382700302|
3382700303|
3382700301|from larvae in coconut hulls
3382699305|reared from larvae in a water-filled tree hollow
